STATE,DISTRICT,month,value
ANDAMAN And NICOBAR ISLANDS,NICOBAR,1,107.3
ANDAMAN And NICOBAR ISLANDS,SOUTH ANDAMAN,1,43.7
ANDAMAN And NICOBAR ISLANDS,N & M ANDAMAN,1,32.7
ARUNACHAL PRADESH,LOHIT,1,42.2
ARUNACHAL PRADESH,EAST SIANG,1,33.3
ARUNACHAL PRADESH,SUBANSIRI F.D,1,28
ARUNACHAL PRADESH,TIRAP,1,42.2
ARUNACHAL PRADESH,ANJAW (LOHIT),1,42.2
ARUNACHAL PRADESH,LOWER DIBANG,1,83.7
ARUNACHAL PRADESH,CHANGLANG,1,70.3
ARUNACHAL PRADESH,PAPUM PARE,1,33.5
ARUNACHAL PRADESH,LOW SUBANSIRI,1,97.5
ARUNACHAL PRADESH,UPPER SIANG,1,74.3
ARUNACHAL PRADESH,WEST SIANG,1,26
ARUNACHAL PRADESH,DIBANG VALLEY,1,83.7
ARUNACHAL PRADESH,WEST KAMENG,1,35.2
ARUNACHAL PRADESH,EAST KAMENG,1,49
ARUNACHAL PRADESH,TAWANG(W KAME,1,35.2
ARUNACHAL PRADESH,KURUNG KUMEY,1,82.7
ASSAM,CACHAR,1,13.3
ASSAM,DARRANG,1,13.1
ASSAM,GOALPARA,1,12.7
ASSAM,KAMRUP,1,12
ASSAM,LAKHIMPUR,1,27.7
ASSAM,NORTH CACHAR,1,16.7
ASSAM,NAGAON,1,12
ASSAM,SIVASAGAR,1,20.1
ASSAM,BARPETA,1,10.3
ASSAM,DHUBRI,1,10.3
ASSAM,DIBRUGARH,1,30.6
ASSAM,JORHAT,1,22.2
ASSAM,KARIMGANJ,1,13.2
ASSAM,KOKRAJHAR,1,10.9
ASSAM,SHONITPUR,1,19.4
ASSAM,GOLAGHAT,1,16.9
ASSAM,TINSUKIA,1,26.6
ASSAM,HAILAKANDI,1,7.3
ASSAM,DHEMAJI(LAKHI,1,27.7
ASSAM,KARBI ANGLONG,1,12.8
ASSAM,UDALGURI(DARA,1,13.1
ASSAM,KAMRUP METROP,1,12
ASSAM,CHIRANG(BONGAI,1,10
ASSAM,BAKSA BARPETA,1,10.3
ASSAM,BONGAIGAON,1,10
ASSAM,MORIGAON,1,18.7
ASSAM,NALBARI,1,14.9
MEGHALAYA,EAST KHASI HI,1,15.4
MEGHALAYA,JAINTIA HILLS,1,33.8
MEGHALAYA,EAST GARO HIL,1,5.6
MEGHALAYA,RI-BHOI,1,16.2
MEGHALAYA,SOUTH GARO HI,1,6.8
MEGHALAYA,W KHASI HILL,1,19.7
MEGHALAYA,WEST GARO HIL,1,6.8
MANIPUR,IMPHAL EAST,1,13.5
MANIPUR,SENAPATI,1,13.3
MANIPUR,TAMENGLONG,1,48.5
MANIPUR,CHANDEL,1,8.5
MANIPUR,UKHRUL,1,14.5
MANIPUR,THOUBAL,1,15.3
MANIPUR,BISHNUPUR,1,54.5
MANIPUR,IMPHAL WEST,1,22.3
MANIPUR,CHURACHANDPUR,1,13
MIZORAM,AIZAWL,1,13.8
MIZORAM,CHAMPHAI,1,13.4
MIZORAM,KOLASIB,1,13.4
MIZORAM,LUNGLEI,1,5.5
MIZORAM,CHHIMTUIPUI,1,13.8
MIZORAM,LAWNGTLAI,1,8.3
MIZORAM,MAMIT,1,13.8
MIZORAM,SAIHA,1,6.7
MIZORAM,SERCHHIP,1,15.4
NAGALAND,KOHIMA,1,12.3
NAGALAND,TUENSANG,1,23.7
NAGALAND,MOKOKCHUNG,1,23.4
NAGALAND,DIMAPUR,1,14.7
NAGALAND,WOKHA,1,20.4
NAGALAND,MON,1,13.1
NAGALAND,ZUNHEBOTO,1,23.7
NAGALAND,PHEK,1,12.3
NAGALAND,KEPHRIE,1,23.7
NAGALAND,LONGLENG,1,23.7
NAGALAND,PEREN,1,12.3
TRIPURA,NORTH TRIPURA,1,13.6
TRIPURA,SOUTH TRIPURA,1,8.1
TRIPURA,WEST TRIPURA,1,9.6
TRIPURA,DHALAI,1,13.6
WEST BENGAL,COOCH BEHAR,1,8.9
WEST BENGAL,DARJEELING,1,48.3
WEST BENGAL,JALPAIGURI,1,9.2
WEST BENGAL,MALDA,1,13.6
WEST BENGAL,SOUTH DINAJPUR,1,8.9
WEST BENGAL,NORTH DINAJPUR,1,21.5
SIKKIM,NORTH SIKKIM,1,61.6
SIKKIM,EAST SIKKIM,1,33.5
SIKKIM,WEST SIKKIM,1,61.6
SIKKIM,SOUTH SIKKIM,1,33.5
WEST BENGAL,BANKURA,1,12
WEST BENGAL,BIRBHUM,1,13.4
WEST BENGAL,BURDWAN,1,10.7
WEST BENGAL,HOOGHLY,1,11.9
WEST BENGAL,HOWRAH,1,12.2
WEST BENGAL,PURULIA,1,14.3
WEST BENGAL,MURSHIDABAD,1,16.8
WEST BENGAL,NADIA,1,12.2
WEST BENGAL,NORTH 24 PARG,1,15.6
WEST BENGAL,SOUTH 24 PARG,1,13.6
WEST BENGAL,EAST MIDNAPOR,1,15.9
WEST BENGAL,WEST MIDNAPOR,1,12.2
WEST BENGAL,KOLKATA,1,14.4
ORISSA,BALASORE,1,11.9
ORISSA,BOLANGIR,1,11.1
ORISSA,KANDHAMAL/PHU,1,12.7
ORISSA,CUTTACK,1,14.7
ORISSA,DHENKANAL,1,7.3
ORISSA,GANJAM,1,13.3
ORISSA,KALAHANDI,1,4.8
ORISSA,KEONDJHARGARH,1,16.2
ORISSA,KORAPUT,1,5.2
ORISSA,MAYURBHANJ,1,11.2
ORISSA,PURI,1,16.1
ORISSA,SAMBALPUR,1,12.1
ORISSA,SUNDARGARH,1,19.3
ORISSA,BHADRAK,1,9.9
ORISSA,JAJPUR,1,10.6
ORISSA,KENDRAPARA,1,8.4
ORISSA,ANGUL,1,6.9
ORISSA,NAWAPARA,1,12.5
ORISSA,MALKANGIRI,1,1.8
ORISSA,NAWARANGPUR,1,5.9
ORISSA,NAYAGARH,1,13.6
ORISSA,KHURDA,1,10.1
ORISSA,BARGARH,1,8.7
ORISSA,JHARSUGUDA,1,16.6
ORISSA,DEOGARH,1,12.1
ORISSA,RAYAGADA,1,12.4
ORISSA,GAJAPATI,1,9.5
ORISSA,JAGATSINGHAPU,1,10.7
ORISSA,BOUDHGARH,1,12.7
ORISSA,SONEPUR,1,6
JHARKHAND,BOKARO,1,11.8
JHARKHAND,DHANBAD,1,12
JHARKHAND,DUMKA,1,15.4
JHARKHAND,HAZARIBAG,1,14.1
JHARKHAND,PALAMU,1,17.3
JHARKHAND,RANCHI,1,21.9
JHARKHAND,SAHIBGANJ,1,13.1
JHARKHAND,WEST SINGHBHUM,1,12.9
JHARKHAND,DEOGHAR,1,13.4
JHARKHAND,GIRIDIH,1,11.5
JHARKHAND,GODDA,1,11.5
JHARKHAND,GUMLA,1,22.2
JHARKHAND,LOHARDAGA,1,14.1
JHARKHAND,CHATRA,1,19.4
JHARKHAND,KODERMA,1,21
JHARKHAND,PAKUR,1,14.6
JHARKHAND,EAST SINGHBHU,1,14.7
JHARKHAND,GARHWA,1,16
JHARKHAND,SERAIKELA-KHA,1,18
JHARKHAND,JAMTARA,1,14.4
JHARKHAND,LATEHAR,1,16.6
JHARKHAND,SIMDEGA,1,19.1
JHARKHAND,KHUNTI(RANCHI,1,22.6
JHARKHAND,RAMGARH,1,12.5
BIHAR,BHAGALPUR,1,17.7
BIHAR,EAST CHAMPARAN,1,12.7
BIHAR,DARBHANGA,1,16
BIHAR,GAYA,1,14.6
BIHAR,MUNGER,1,12.9
BIHAR,MUZAFFARPUR,1,13.4
BIHAR,WEST CHAMPARAN,1,18.6
BIHAR,PURNEA,1,9.1
BIHAR,GOPALGANJ,1,14.9
BIHAR,MADHUBANI,1,11.1
BIHAR,AURANGABAD,1,18.1
BIHAR,BEGUSARAI,1,8.1
BIHAR,BHOJPUR,1,12.5
BIHAR,NALANDA,1,11.8
BIHAR,PATNA,1,13
BIHAR,KATIHAR,1,12.3
BIHAR,KHAGARIA,1,9.5
BIHAR,SARAN,1,16.3
BIHAR,MADHEPURA,1,12
BIHAR,NAWADA,1,13
BIHAR,ROHTAS,1,13
BIHAR,SAMASTIPUR,1,15
BIHAR,SITAMARHI,1,9.7
BIHAR,SIWAN,1,15.1
BIHAR,VAISHALI,1,15.3
BIHAR,JAHANABAD,1,12.8
BIHAR,BUXAR,1,14.1
BIHAR,ARARIA,1,13.8
BIHAR,BANKA,1,10.1
BIHAR,BHABUA,1,26.4
BIHAR,JAMUI,1,10.1
BIHAR,KISHANGANJ,1,10.2
BIHAR,SHEIKHPURA,1,13.7
BIHAR,SUPAUL,1,7.6
BIHAR,LAKHISARAI,1,12.9
BIHAR,SHEOHAR,1,9.7
BIHAR,ARWAL,1,15.9
BIHAR,SAHARSA,1,6.1
UTTAR PRADESH,ALLAHABAD,1,17.5
UTTAR PRADESH,AZAMGARH,1,12.6
UTTAR PRADESH,BAHRAICH,1,20.8
UTTAR PRADESH,BALLIA,1,10.7
UTTAR PRADESH,BANDA,1,17.6
UTTAR PRADESH,BARABANKI,1,16.9
UTTAR PRADESH,BASTI,1,15.4
UTTAR PRADESH,DEORIA,1,13.7
UTTAR PRADESH,FAIZABAD,1,18.7
UTTAR PRADESH,FARRUKHABAD,1,15.1
UTTAR PRADESH,FATEHPUR,1,18.3
UTTAR PRADESH,GHAZIPUR,1,15.7
UTTAR PRADESH,GONDA,1,16.9
UTTAR PRADESH,GORAKHPUR,1,18.9
UTTAR PRADESH,HARDOI,1,18.2
UTTAR PRADESH,JAUNPUR,1,15.2
UTTAR PRADESH,KANPUR NAGAR,1,16.8
UTTAR PRADESH,KHERI LAKHIMP,1,21.4
UTTAR PRADESH,LUCKNOW,1,18.1
UTTAR PRADESH,MIRZAPUR,1,18
UTTAR PRADESH,PRATAPGARH,1,15.2
UTTAR PRADESH,RAE BARELI,1,14
UTTAR PRADESH,SITAPUR,1,18.5
UTTAR PRADESH,SULTANPUR,1,13.2
UTTAR PRADESH,UNNAO,1,14.9
UTTAR PRADESH,VARANASI,1,18.4
UTTAR PRADESH,SONBHADRA,1,18.1
UTTAR PRADESH,MAHARAJGANJ,1,17.6
UTTAR PRADESH,MAU,1,15.8
UTTAR PRADESH,SIDDHARTH NGR,1,15.5
UTTAR PRADESH,KUSHINAGAR,1,15.3
UTTAR PRADESH,AMBEDKAR NAGAR,1,14.8
UTTAR PRADESH,KANNAUJ,1,15.5
UTTAR PRADESH,BALRAMPUR,1,18.8
UTTAR PRADESH,KAUSHAMBI,1,15.5
UTTAR PRADESH,SAHUJI MAHARA,1,17.3
UTTAR PRADESH,KANPUR DEHAT,1,13.5
UTTAR PRADESH,CHANDAULI,1,18.5
UTTAR PRADESH,SANT KABIR NGR,1,11.8
UTTAR PRADESH,SANT RAVIDAS,1,18.5
UTTAR PRADESH,SHRAVASTI NGR,1,20.8
UTTAR PRADESH,AGRA,1,17.5
UTTAR PRADESH,ALIGARH,1,19.5
UTTAR PRADESH,BAREILLY,1,20.3
UTTAR PRADESH,BIJNOR,1,34.2
UTTAR PRADESH,BADAUN,1,13.4
UTTAR PRADESH,BULANDSHAHAR,1,16.2
UTTAR PRADESH,ETAH,1,13
UTTAR PRADESH,ETAWAH,1,13.9
UTTAR PRADESH,HAMIRPUR,1,16.1
UTTAR PRADESH,JALAUN,1,13.5
UTTAR PRADESH,JHANSI,1,14.1
UTTAR PRADESH,LALITPUR,1,21
UTTAR PRADESH,MAINPURI,1,11.8
UTTAR PRADESH,MATHURA,1,9.3
UTTAR PRADESH,MEERUT,1,23.2
UTTAR PRADESH,MORADABAD,1,22.5
UTTAR PRADESH,MUZAFFARNAGAR,1,25
UTTAR PRADESH,PILIBHIT,1,20.9
UTTAR PRADESH,RAMPUR,1,21.7
UTTAR PRADESH,SAHARANPUR,1,26.9
UTTAR PRADESH,SHAHJAHANPUR,1,16.9
UTTAR PRADESH,GHAZIABAD,1,19.6
UTTAR PRADESH,FIROZABAD,1,13.3
UTTAR PRADESH,MAHOBA,1,17.4
UTTAR PRADESH,MAHAMAYA NAGA,1,11.5
UTTAR PRADESH,AURAIYA,1,13.5
UTTAR PRADESH,BAGPAT,1,17.3
UTTAR PRADESH,JYOTIBA PHULE,1,22.8
UTTAR PRADESH,GAUTAM BUDDHA,1,19.2
UTTAR PRADESH,KANSHIRAM NAG,1,16.5
UTTARANCHAL,ALMORA,1,46.2
UTTARANCHAL,CHAMOLI,1,57.5
UTTARANCHAL,DEHRADUN,1,51.7
UTTARANCHAL,GARHWAL PAURI,1,43.1
UTTARANCHAL,NAINITAL,1,46
UTTARANCHAL,PITHORAGARH,1,50.3
UTTARANCHAL,GARHWAL TEHRI,1,54.6
UTTARANCHAL,UTTARKASHI,1,70.9
UTTARANCHAL,HARIDWAR,1,33
UTTARANCHAL,CHAMPAWAT,1,43.5
UTTARANCHAL,RUDRAPRAYAG,1,75.6
UTTARANCHAL,UDHAM SINGH N,1,30
UTTARANCHAL,BAGESHWAR,1,46.2
HARYANA,AMBALA,1,38.9
HARYANA,GURGAON,1,10.2
HARYANA,HISAR,1,11
HARYANA,JIND,1,16.4
HARYANA,KARNAL,1,30.3
HARYANA,MAHENDRAGARH,1,11.8
HARYANA,ROHTAK,1,19.3
HARYANA,BHIWANI,1,14.6
HARYANA,FARIDABAD,1,16.5
HARYANA,KURUKSHETRA,1,28.7
HARYANA,SIRSA,1,11
HARYANA,SONEPAT(RTK),1,19.4
HARYANA,YAMUNANAGAR,1,42.5
HARYANA,KAITHAL,1,17.7
HARYANA,PANIPAT,1,20.6
HARYANA,REWARI,1,9.1
HARYANA,FATEHABAD,1,16.7
HARYANA,JHAJJAR,1,12.4
HARYANA,PANCHKULA,1,43.6
HARYANA,MEWAT,1,9.4
HARYANA,PALWAL(FRD),1,9.1
CHANDIGARH,CHANDIGARH,1,44.3
DELHI,NEW DELHI,1,16.4
DELHI,CENTRAL DELHI,1,16.4
DELHI,EAST DELHI,1,16.4
DELHI,NORTH DELHI,1,16.4
DELHI,NE DELHI,1,16.4
DELHI,SW DELHI,1,16.4
DELHI,NW DELHI,1,16.4
DELHI,SOUTH DELHI,1,16.4
DELHI,WEST DELHI,1,16.4
PUNJAB,AMRITSAR,1,30.4
PUNJAB,BATHINDA,1,11.5
PUNJAB,FEROZEPUR,1,15.7
PUNJAB,GURDASPUR,1,60
PUNJAB,HOSHIARPUR,1,38.4
PUNJAB,JALANDHAR,1,28.6
PUNJAB,KAPURTHALA,1,27.6
PUNJAB,LUDHIANA,1,24.3
PUNJAB,PATIALA,1,26.7
PUNJAB,RUPNAGAR,1,41.6
PUNJAB,SANGRUR,1,18.3
PUNJAB,FARIDKOT,1,16.1
PUNJAB,MOGA,1,21.3
PUNJAB,NAWANSHAHR,1,38.8
PUNJAB,FATEHGARH SAH,1,24.9
PUNJAB,MUKTSAR,1,16.7
PUNJAB,MANSA,1,12.3
PUNJAB,BARNALA,1,14.7
PUNJAB,SAS NAGAR(MGA),1,33.4
PUNJAB,TARN TARAN,1,18
HIMACHAL,BILASPUR,1,62.5
HIMACHAL,CHAMBA,1,126.2
HIMACHAL,KANGRA,1,83
HIMACHAL,KINNAUR,1,102.1
HIMACHAL,KULLU,1,86.9
HIMACHAL,LAHUL & SPITI,1,132.8
HIMACHAL,MANDI,1,71.1
HIMACHAL,HAMIRPUR,1,73
HIMACHAL,SHIMLA,1,69.1
HIMACHAL,SIRMAUR,1,58.4
HIMACHAL,SOLAN,1,71.7
HIMACHAL,UNA,1,46.3
JAMMU AND KASHMIR,ANANTNAG,1,83.2
JAMMU AND KASHMIR,BARAMULLA,1,116.1
JAMMU AND KASHMIR,DODA,1,119.4
JAMMU AND KASHMIR,JAMMU,1,56.3
JAMMU AND KASHMIR,KATHUA,1,85.7
JAMMU AND KASHMIR,LADAKH (LEH),1,8.1
JAMMU AND KASHMIR,UDHAMPUR,1,108.5
JAMMU AND KASHMIR,BADGAM,1,56.6
JAMMU AND KASHMIR,KUPWARA,1,87.1
JAMMU AND KASHMIR,PULWAMA,1,42.5
JAMMU AND KASHMIR,SRINAGAR,1,56.7
JAMMU AND KASHMIR,KARGIL,1,25.6
JAMMU AND KASHMIR,POONCH,1,138.9
JAMMU AND KASHMIR,RAJOURI,1,59.3
JAMMU AND KASHMIR,BANDIPORE,1,68.7
JAMMU AND KASHMIR,GANDERWAL,1,56.7
JAMMU AND KASHMIR,KULGAM/(ANT),1,75.9
JAMMU AND KASHMIR,SHOPAN,1,48.5
JAMMU AND KASHMIR,SAMBA,1,56.3
JAMMU AND KASHMIR,KISTWAR,1,119.4
JAMMU AND KASHMIR,REASI,1,101.5
JAMMU AND KASHMIR,RAMBAN(DDA),1,144.5
RAJASTHAN,BARMER,1,1.2
RAJASTHAN,BIKANER,1,4.1
RAJASTHAN,CHURU,1,6.2
RAJASTHAN,SRI GANGANAGA,1,6
RAJASTHAN,JAISALMER,1,1.7
RAJASTHAN,JALORE,1,1.8
RAJASTHAN,JODHPUR,1,2.9
RAJASTHAN,NAGAUR,1,4.1
RAJASTHAN,PALI,1,3.7
RAJASTHAN,HANUMANGARH,1,7.5
RAJASTHAN,AJMER,1,3.7
RAJASTHAN,ALWAR,1,9.6
RAJASTHAN,BANSWARA,1,2.8
RAJASTHAN,BHARATPUR,1,9.3
RAJASTHAN,BHILWARA,1,4.8
RAJASTHAN,BUNDI,1,5.6
RAJASTHAN,CHITTORGARH,1,4.3
RAJASTHAN,DUNGARPUR,1,1.7
RAJASTHAN,JAIPUR,1,6.7
RAJASTHAN,JHALAWAR,1,6.8
RAJASTHAN,JHUNJHUNU,1,7.7
RAJASTHAN,KOTA,1,6.8
RAJASTHAN,SAWAI MADHOPUR,1,7.3
RAJASTHAN,SIKAR,1,7.2
RAJASTHAN,SIROHI,1,4.1
RAJASTHAN,TONK,1,5
RAJASTHAN,UDAIPUR,1,2.8
RAJASTHAN,DHOLPUR,1,8.6
RAJASTHAN,BARAN,1,7.1
RAJASTHAN,DAUSA,1,8.7
RAJASTHAN,RAJSAMAND,1,4
RAJASTHAN,KARAULI,1,9.1
RAJASTHAN,PRATAPGARH(CHT,1,3.6
MADHYA PRADESH,BETUL,1,7.5
MADHYA PRADESH,VIDISHA,1,14
MADHYA PRADESH,BHIND,1,10.4
MADHYA PRADESH,DATIA,1,9.1
MADHYA PRADESH,DEWAS,1,7.5
MADHYA PRADESH,DHAR,1,3.3
MADHYA PRADESH,GUNA,1,12.1
MADHYA PRADESH,GWALIOR,1,14.5
MADHYA PRADESH,HOSHANGABAD,1,11.8
MADHYA PRADESH,INDORE,1,5.9
MADHYA PRADESH,JHABUA,1,2.6
MADHYA PRADESH,MANDSAUR,1,4.9
MADHYA PRADESH,MORENA,1,11.7
MADHYA PRADESH,KHANDWA,1,7.3
MADHYA PRADESH,KHARGONE,1,5
MADHYA PRADESH,RAISEN,1,10.2
MADHYA PRADESH,RAJGARH,1,10.1
MADHYA PRADESH,RATLAM,1,4.7
MADHYA PRADESH,SEHORE,1,9
MADHYA PRADESH,SHAJAPUR,1,10.2
MADHYA PRADESH,SHIVPURI,1,13
MADHYA PRADESH,UJJAIN,1,6.4
MADHYA PRADESH,BHOPAL,1,11.8
MADHYA PRADESH,HARDA,1,9
MADHYA PRADESH,NEEMUCH,1,4.5
MADHYA PRADESH,SHEOPUR,1,9.8
MADHYA PRADESH,BARWANI,1,2.9
MADHYA PRADESH,ASHOKNAGAR(GNA,1,7.2
MADHYA PRADESH,BURHANPUR,1,4.2
MADHYA PRADESH,ALIRAJPUR(JBA),1,3.9
MADHYA PRADESH,BALAGHAT,1,20.9
MADHYA PRADESH,CHHATARPUR,1,17.6
MADHYA PRADESH,CHHINDWARA,1,17.5
MADHYA PRADESH,JABALPUR,1,18.2
MADHYA PRADESH,MANDLA,1,24.7
MADHYA PRADESH,NARSINGHPUR,1,10.8
MADHYA PRADESH,PANNA,1,22.5
MADHYA PRADESH,REWA,1,18
MADHYA PRADESH,SAGAR,1,17.8
MADHYA PRADESH,SATNA,1,23.1
MADHYA PRADESH,SEONI,1,18.4
MADHYA PRADESH,SHAHDOL,1,23.5
MADHYA PRADESH,SIDHI,1,20.7
MADHYA PRADESH,TIKAMGARH,1,20.1
MADHYA PRADESH,KATNI,1,19.9
MADHYA PRADESH,DINDORI,1,19.6
MADHYA PRADESH,UMARIA,1,26.7
MADHYA PRADESH,DAMOH,1,20.2
MADHYA PRADESH,ANUPPUR(SHAHD,1,29.5
MADHYA PRADESH,SINGRAULI,1,10.4
GUJARAT,AHMEDABAD,1,0.8
GUJARAT,BANASKANTHA,1,1.4
GUJARAT,BARODA,1,1.2
GUJARAT,BHARUCH,1,0.3
GUJARAT,VALSAD,1,0.7
GUJARAT,DANGS,1,1.5
GUJARAT,KHEDA,1,1.2
GUJARAT,MEHSANA,1,1.3
GUJARAT,PANCHMAHALS,1,1
GUJARAT,SABARKANTHA,1,1.1
GUJARAT,SURAT,1,0
GUJARAT,GANDHINAGAR,1,0.9
GUJARAT,NARMADA(BRC),1,0.5
GUJARAT,NAVSARI(VSD),1,0.6
GUJARAT,ANAND(KHR),1,1.2
GUJARAT,PATAN(MHSN),1,1.1
GUJARAT,DAHOD(PNML),1,1.8
GUJARAT,TAPI(SRT),1,0
GUJARAT,AMRELI,1,0.6
GUJARAT,BHAVNAGAR,1,0.5
GUJARAT,JAMNAGAR,1,0.6
GUJARAT,JUNAGADH,1,0.5
GUJARAT,KUTCH,1,0.6
GUJARAT,RAJKOT,1,0.3
GUJARAT,SURENDRANAGAR,1,0.2
GUJARAT,PORBANDAR,1,0.5
DADAR NAGAR HAVELI,DNH,1,0.4
DAMAN AND DUI,DAMAN,1,0.4
DAMAN AND DUI,DIU,1,0.7
MAHARASHTRA,MUMBAI CITY,1,1
MAHARASHTRA,RAIGAD,1,0.2
MAHARASHTRA,RATNAGIRI,1,0.1
MAHARASHTRA,THANE,1,0.2
MAHARASHTRA,SINDHUDURG,1,0.3
MAHARASHTRA,MUMBAI SUB,1,1
GOA,NORTH GOA,1,0.4
GOA,SOUTH GOA,1,0.7
MAHARASHTRA,AHMEDNAGAR,1,0.6
MAHARASHTRA,DHULE,1,2.5
MAHARASHTRA,JALGAON,1,3.3
MAHARASHTRA,KOLHAPUR,1,1
MAHARASHTRA,NASHIK,1,1.2
MAHARASHTRA,PUNE,1,0.6
MAHARASHTRA,SANGLI,1,1.7
MAHARASHTRA,SATARA,1,0.7
MAHARASHTRA,SOLAPUR,1,2.7
MAHARASHTRA,NANDURBAR,1,1
MAHARASHTRA,AURANGABAD,1,2.5
MAHARASHTRA,BEED,1,2.5
MAHARASHTRA,NANDED,1,4.9
MAHARASHTRA,OSMANABAD,1,3.4
MAHARASHTRA,PARBHANI,1,5.8
MAHARASHTRA,LATUR,1,4.4
MAHARASHTRA,JALNA,1,3.2
MAHARASHTRA,HINGOLI,1,5
MAHARASHTRA,AKOLA,1,8.6
MAHARASHTRA,AMRAVATI,1,10.1
MAHARASHTRA,BHANDARA,1,15.9
MAHARASHTRA,BULDHANA,1,4.6
MAHARASHTRA,CHANDRAPUR,1,11.4
MAHARASHTRA,NAGPUR,1,13.7
MAHARASHTRA,YAVATMAL,1,8.6
MAHARASHTRA,WARDHA,1,11.2
MAHARASHTRA,GADCHIROLI,1,9.6
MAHARASHTRA,WASHIM,1,9
MAHARASHTRA,GONDIA,1,15.2
CHATISGARH,BASTAR,1,8.2
CHATISGARH,BILASPUR,1,17.4
CHATISGARH,DURG,1,6.4
CHATISGARH,RAIGARH,1,11
CHATISGARH,RAIPUR,1,6.5
CHATISGARH,SURGUJA,1,18.7
CHATISGARH,RAJNANDGAON,1,9
CHATISGARH,DANTEWADA,1,2.6
CHATISGARH,KANKER (NORH,1,7.9
CHATISGARH,JANJGIR-CHAMP,1,13.1
CHATISGARH,KORBA,1,17.2
CHATISGARH,JASHPUR,1,19.6
CHATISGARH,DHAMTARI,1,3.9
CHATISGARH,MAHASAMUND,1,3.7
CHATISGARH,KORIYA,1,15.9
CHATISGARH,KOWARDHA (KAB,1,12.6
CHATISGARH,NARAYANPUR,1,6.9
CHATISGARH,BIJAPUR,1,6.2
ANDHRA PRADESH,EAST GODAVARI,1,6
ANDHRA PRADESH,WEST GODAVARI,1,6.1
ANDHRA PRADESH,GUNTUR,1,5.5
ANDHRA PRADESH,KRISHNA,1,4.6
ANDHRA PRADESH,NELLORE,1,15.7
ANDHRA PRADESH,PRAKASAM,1,7.9
ANDHRA PRADESH,SRIKAKULAM,1,7.9
ANDHRA PRADESH,VISAKHAPATNAM,1,8.8
ANDHRA PRADESH,VIZIANAGARAM,1,8.7
ANDHRA PRADESH,ADILABAD,1,7.5
ANDHRA PRADESH,HYDERABAD,1,5.9
ANDHRA PRADESH,KARIMNAGAR,1,10.8
ANDHRA PRADESH,KHAMMAM,1,4.5
ANDHRA PRADESH,MAHABUBNAGAR,1,1.8
ANDHRA PRADESH,MEDAK,1,6.5
ANDHRA PRADESH,NALGONDA,1,4.1
ANDHRA PRADESH,NIZAMABAD,1,7.9
ANDHRA PRADESH,WARANGAL,1,8.3
ANDHRA PRADESH,RANGAREDDY,1,3.1
ANDHRA PRADESH,ANANTAPUR,1,3
ANDHRA PRADESH,CHITTOOR,1,7.7
ANDHRA PRADESH,KUDDAPAH,1,1.9
ANDHRA PRADESH,KURNOOL,1,1.2
TAMIL NADU,VELLORE,1,8.1
TAMIL NADU,COIMBATORE,1,8.1
TAMIL NADU,DHARMAPURI,1,8
TAMIL NADU,KANYAKUMARI,1,18.4
TAMIL NADU,CHENNAI,1,22.1
TAMIL NADU,MADURAI,1,13.6
TAMIL NADU,NILGIRIS,1,23.1
TAMIL NADU,RAMANATHAPURA,1,33
TAMIL NADU,SALEM,1,8.5
TAMIL NADU,THANJAVUR,1,26.9
TAMIL NADU,TIRUCHIRAPPAL,1,13.6
TAMIL NADU,TIRUNELVELI,1,35.4
TAMIL NADU,ERODE,1,6.6
TAMIL NADU,PUDUKKOTTAI,1,23.2
TAMIL NADU,DINDIGUL,1,19
TAMIL NADU,VIRUDHUNAGAR,1,18.8
TAMIL NADU,SIVAGANGA,1,15.6
TAMIL NADU,THOOTHUKUDI,1,24.6
TAMIL NADU,TIRUVANNAMALA,1,14.7
TAMIL NADU,NAGAPATTINAM,1,62.6
TAMIL NADU,VILUPPURAM,1,18.5
TAMIL NADU,CUDDALORE,1,27.9
TAMIL NADU,KANCHIPURAM,1,17.3
TAMIL NADU,TIRUVALLUR,1,18
TAMIL NADU,THENI,1,16
TAMIL NADU,NAMAKKAL,1,6.5
TAMIL NADU,KARUR,1,9.7
TAMIL NADU,PERAMBALUR,1,13.1
TAMIL NADU,TIRUVARUR,1,40.9
TAMIL NADU,KRISHNAGIRI,1,4.9
TAMIL NADU,ARIYALUR,1,21.2
TAMIL NADU,TIRUPUR,1,7.1
PONDICHERRY,PONDICHERRY,1,17.9
PONDICHERRY,KARAIKAL,1,53.3
PONDICHERRY,MAHE,1,17.9
PONDICHERRY,YANAM,1,17.9
KARNATAKA,UTTAR KANNADA,1,0.3
KARNATAKA,DAKSHIN KANDA,1,1.9
KARNATAKA,UDUPI,1,1.4
KARNATAKA,BELGAM,1,0.7
KARNATAKA,BIDAR,1,5.9
KARNATAKA,BIJAPUR,1,2.4
KARNATAKA,DHARWAD,1,2.3
KARNATAKA,GULBARGA,1,4.3
KARNATAKA,YADGIR,1,4.4
KARNATAKA,RAICHUR,1,1.4
KARNATAKA,BAGALKOTE,1,1.8
KARNATAKA,GADAG,1,1.2
KARNATAKA,HAVERI,1,0.3
KARNATAKA,KOPPAL,1,1.2
KARNATAKA,BANGALORE RUR,1,1.7
KARNATAKA,BELLARY,1,1.4
KARNATAKA,CHIKMAGALUR,1,1.6
KARNATAKA,CHITRADURGA,1,1.4
KARNATAKA,KODAGU,1,3.5
