STATE,DISTRICT,month,value
UTTARANCHAL,CHAMPAWAT,7,465.9
UTTARANCHAL,RUDRAPRAYAG,7,578
UTTARANCHAL,UDHAM SINGH N,7,402.9
UTTARANCHAL,BAGESHWAR,7,299.9
HARYANA,AMBALA,7,307.8
HARYANA,GURGAON,7,169
HARYANA,HISAR,7,118.8
HARYANA,JIND,7,142.3
HARYANA,KARNAL,7,197.8
HARYANA,MAHENDRAGARH,7,154.3
HARYANA,ROHTAK,7,194.1
HARYANA,BHIWANI,7,128.2
HARYANA,FARIDABAD,7,201.6
HARYANA,KURUKSHETRA,7,202.3
HARYANA,SIRSA,7,99.8
HARYANA,SONEPAT(RTK),7,194.4
HARYANA,YAMUNANAGAR,7,304.4
HARYANA,KAITHAL,7,128.3
HARYANA,PANIPAT,7,176.2
HARYANA,REWARI,7,150.1
HARYANA,FATEHABAD,7,104.3
HARYANA,JHAJJAR,7,159.3
HARYANA,PANCHKULA,7,327
HARYANA,MEWAT,7,167.2
HARYANA,PALWAL(FRD),7,160.4
CHANDIGARH,CHANDIGARH,7,282.4
DELHI,NEW DELHI,7,220.7
DELHI,CENTRAL DELHI,7,220.7
DELHI,EAST DELHI,7,220.7
DELHI,NORTH DELHI,7,220.7
DELHI,NE DELHI,7,220.7
DELHI,SW DELHI,7,220.7
DELHI,NW DELHI,7,220.7
DELHI,SOUTH DELHI,7,220.7
DELHI,WEST DELHI,7,220.7
PUNJAB,AMRITSAR,7,211.4
PUNJAB,BATHINDA,7,109.6
PUNJAB,FEROZEPUR,7,128.4
PUNJAB,GURDASPUR,7,324.6
PUNJAB,HOSHIARPUR,7,275.7
PUNJAB,JALANDHAR,7,203.9
PUNJAB,KAPURTHALA,7,166.3
PUNJAB,LUDHIANA,7,203
PUNJAB,PATIALA,7,235.9
PUNJAB,RUPNAGAR,7,291
PUNJAB,SANGRUR,7,160.5
PUNJAB,FARIDKOT,7,120
PUNJAB,MOGA,7,123
PUNJAB,NAWANSHAHR,7,309.6
PUNJAB,FATEHGARH SAH,7,220.6
PUNJAB,MUKTSAR,7,113
PUNJAB,MANSA,7,110.9
PUNJAB,BARNALA,7,129.4
PUNJAB,SAS NAGAR(MGA),7,241.8
PUNJAB,TARN TARAN,7,133.6
HIMACHAL,BILASPUR,7,311.8
HIMACHAL,CHAMBA,7,567.3
HIMACHAL,KANGRA,7,583.2
HIMACHAL,KINNAUR,7,75
HIMACHAL,KULLU,7,184.8
HIMACHAL,LAHUL & SPITI,7,164.5
HIMACHAL,MANDI,7,411.2
HIMACHAL,HAMIRPUR,7,384.8
HIMACHAL,SHIMLA,7,226.9
HIMACHAL,SIRMAUR,7,508
HIMACHAL,SOLAN,7,368.4
HIMACHAL,UNA,7,340
JAMMU AND KASHMIR,ANANTNAG,7,87.4
JAMMU AND KASHMIR,BARAMULLA,7,71.2
JAMMU AND KASHMIR,DODA,7,146.4
JAMMU AND KASHMIR,JAMMU,7,366.6
JAMMU AND KASHMIR,KATHUA,7,387.8
JAMMU AND KASHMIR,LADAKH (LEH),7,13.1
JAMMU AND KASHMIR,UDHAMPUR,7,514.7
JAMMU AND KASHMIR,BADGAM,7,55.5
JAMMU AND KASHMIR,KUPWARA,7,88
JAMMU AND KASHMIR,PULWAMA,7,42.5
JAMMU AND KASHMIR,SRINAGAR,7,55.6
JAMMU AND KASHMIR,KARGIL,7,11.6
JAMMU AND KASHMIR,POONCH,7,344.2
JAMMU AND KASHMIR,RAJOURI,7,249
JAMMU AND KASHMIR,BANDIPORE,7,46.1
JAMMU AND KASHMIR,GANDERWAL,7,55.6
JAMMU AND KASHMIR,KULGAM/(ANT),7,79.9
JAMMU AND KASHMIR,SHOPAN,7,85.1
JAMMU AND KASHMIR,SAMBA,7,366.6
JAMMU AND KASHMIR,KISTWAR,7,146.4
JAMMU AND KASHMIR,REASI,7,440.5
JAMMU AND KASHMIR,RAMBAN(DDA),7,132.2
RAJASTHAN,BARMER,7,88.6
RAJASTHAN,BIKANER,7,85.7
RAJASTHAN,CHURU,7,126.6
RAJASTHAN,SRI GANGANAGA,7,79.3
RAJASTHAN,JAISALMER,7,59.3
RAJASTHAN,JALORE,7,161.1
RAJASTHAN,JODHPUR,7,109.5
RAJASTHAN,NAGAUR,7,142.6
RAJASTHAN,PALI,7,177.3
RAJASTHAN,HANUMANGARH,7,103.4
RAJASTHAN,AJMER,7,171
RAJASTHAN,ALWAR,7,196.9
RAJASTHAN,BANSWARA,7,284.3
RAJASTHAN,BHARATPUR,7,184.7
RAJASTHAN,BHILWARA,7,213.6
RAJASTHAN,BUNDI,7,256.6
RAJASTHAN,CHITTORGARH,7,249.9
RAJASTHAN,DUNGARPUR,7,228.5
RAJASTHAN,JAIPUR,7,206.9
RAJASTHAN,JHALAWAR,7,285.8
RAJASTHAN,JHUNJHUNU,7,153.1
RAJASTHAN,KOTA,7,275.2
RAJASTHAN,SAWAI MADHOPUR,7,253.4
RAJASTHAN,SIKAR,7,167.1
RAJASTHAN,SIROHI,7,332
RAJASTHAN,TONK,7,219.7
RAJASTHAN,UDAIPUR,7,207.5
RAJASTHAN,DHOLPUR,7,211.7
RAJASTHAN,BARAN,7,295.3
RAJASTHAN,DAUSA,7,237
RAJASTHAN,RAJSAMAND,7,176.8
RAJASTHAN,KARAULI,7,220.5
RAJASTHAN,PRATAPGARH(CHT,7,283.3
MADHYA PRADESH,BETUL,7,290.6
MADHYA PRADESH,VIDISHA,7,356.2
MADHYA PRADESH,BHIND,7,221.5
MADHYA PRADESH,DATIA,7,246
MADHYA PRADESH,DEWAS,7,311.6
MADHYA PRADESH,DHAR,7,266.3
MADHYA PRADESH,GUNA,7,336.6
MADHYA PRADESH,GWALIOR,7,258
MADHYA PRADESH,HOSHANGABAD,7,416.6
MADHYA PRADESH,INDORE,7,270.9
MADHYA PRADESH,JHABUA,7,240.6
MADHYA PRADESH,MANDSAUR,7,276.7
MADHYA PRADESH,MORENA,7,236
MADHYA PRADESH,KHANDWA,7,268.1
MADHYA PRADESH,KHARGONE,7,229.2
MADHYA PRADESH,RAISEN,7,373.1
MADHYA PRADESH,RAJGARH,7,301.5
MADHYA PRADESH,RATLAM,7,295.4
MADHYA PRADESH,SEHORE,7,349.6
MADHYA PRADESH,SHAJAPUR,7,299
MADHYA PRADESH,SHIVPURI,7,276.1
MADHYA PRADESH,UJJAIN,7,276.6
MADHYA PRADESH,BHOPAL,7,338.5
MADHYA PRADESH,HARDA,7,340.6
MADHYA PRADESH,NEEMUCH,7,264.5
MADHYA PRADESH,SHEOPUR,7,271.8
MADHYA PRADESH,BARWANI,7,198
MADHYA PRADESH,ASHOKNAGAR(GNA,7,315.6
MADHYA PRADESH,BURHANPUR,7,223.9
MADHYA PRADESH,ALIRAJPUR(JBA),7,270.8
MADHYA PRADESH,BALAGHAT,7,475.3
MADHYA PRADESH,CHHATARPUR,7,317.3
MADHYA PRADESH,CHHINDWARA,7,283.6
MADHYA PRADESH,JABALPUR,7,355.1
MADHYA PRADESH,MANDLA,7,432.2
MADHYA PRADESH,NARSINGHPUR,7,353.7
MADHYA PRADESH,PANNA,7,358.7
MADHYA PRADESH,REWA,7,307
MADHYA PRADESH,SAGAR,7,352.6
MADHYA PRADESH,SATNA,7,305.7
MADHYA PRADESH,SEONI,7,357.9
MADHYA PRADESH,SHAHDOL,7,313.8
MADHYA PRADESH,SIDHI,7,323.3
MADHYA PRADESH,TIKAMGARH,7,281.9
MADHYA PRADESH,KATNI,7,354.4
MADHYA PRADESH,DINDORI,7,413.3
MADHYA PRADESH,UMARIA,7,339.8
MADHYA PRADESH,DAMOH,7,360.3
MADHYA PRADESH,ANUPPUR(SHAHD,7,386.3
MADHYA PRADESH,SINGRAULI,7,262.3
GUJARAT,AHMEDABAD,7,215.4
GUJARAT,BANASKANTHA,7,220
GUJARAT,BARODA,7,332.5
GUJARAT,BHARUCH,7,283.2
GUJARAT,VALSAD,7,771.8
GUJARAT,DANGS,7,749.8
GUJARAT,KHEDA,7,291
GUJARAT,MEHSANA,7,248.2
GUJARAT,PANCHMAHALS,7,311.5
GUJARAT,SABARKANTHA,7,289
GUJARAT,SURAT,7,495.7
GUJARAT,GANDHINAGAR,7,280.6
GUJARAT,NARMADA(BRC),7,405.2
GUJARAT,NAVSARI(VSD),7,728.9
GUJARAT,ANAND(KHR),7,277.3
GUJARAT,PATAN(MHSN),7,206.3
GUJARAT,DAHOD(PNML),7,284.6
GUJARAT,TAPI(SRT),7,574.5
GUJARAT,AMRELI,7,190.8
GUJARAT,BHAVNAGAR,7,178.8
GUJARAT,JAMNAGAR,7,196.6
GUJARAT,JUNAGADH,7,334.1
GUJARAT,KUTCH,7,151.5
GUJARAT,RAJKOT,7,216.4
GUJARAT,SURENDRANAGAR,7,168.8
GUJARAT,PORBANDAR,7,277.3
DADAR NAGAR HAVELI,DNH,7,884.5
DAMAN AND DUI,DAMAN,7,884.5
DAMAN AND DUI,DIU,7,281.7
MAHARASHTRA,MUMBAI CITY,7,785.4
MAHARASHTRA,RAIGAD,7,1209.8
MAHARASHTRA,RATNAGIRI,7,1212.7
MAHARASHTRA,THANE,7,973.7
MAHARASHTRA,SINDHUDURG,7,1100
MAHARASHTRA,MUMBAI SUB,7,785.4
GOA,NORTH GOA,7,1182.6
GOA,SOUTH GOA,7,1033.6
MAHARASHTRA,AHMEDNAGAR,7,101.8
MAHARASHTRA,DHULE,7,168.9
MAHARASHTRA,JALGAON,7,191
MAHARASHTRA,KOLHAPUR,7,723.7
MAHARASHTRA,NASHIK,7,315
MAHARASHTRA,PUNE,7,312.9
MAHARASHTRA,SANGLI,7,150.6
MAHARASHTRA,SATARA,7,254.4
MAHARASHTRA,SOLAPUR,7,99.8
MAHARASHTRA,NANDURBAR,7,301.4
MAHARASHTRA,AURANGABAD,7,156.3
MAHARASHTRA,BEED,7,136.2
MAHARASHTRA,NANDED,7,247.1
MAHARASHTRA,OSMANABAD,7,154.2
MAHARASHTRA,PARBHANI,7,215.3
MAHARASHTRA,LATUR,7,217.9
MAHARASHTRA,JALNA,7,165
MAHARASHTRA,HINGOLI,7,243.3
MAHARASHTRA,AKOLA,7,226.3
MAHARASHTRA,AMRAVATI,7,254.2
MAHARASHTRA,BHANDARA,7,376.4
MAHARASHTRA,BULDHANA,7,191.5
MAHARASHTRA,CHANDRAPUR,7,374
MAHARASHTRA,NAGPUR,7,308.9
MAHARASHTRA,YAVATMAL,7,267.1
MAHARASHTRA,WARDHA,7,273.6
MAHARASHTRA,GADCHIROLI,7,454
MAHARASHTRA,WASHIM,7,245.4
MAHARASHTRA,GONDIA,7,418.1
CHATISGARH,BASTAR,7,350.9
CHATISGARH,BILASPUR,7,357.9
CHATISGARH,DURG,7,325.6
CHATISGARH,RAIGARH,7,373.2
CHATISGARH,RAIPUR,7,352.9
CHATISGARH,SURGUJA,7,393.7
CHATISGARH,RAJNANDGAON,7,351.6
CHATISGARH,DANTEWADA,7,407.9
CHATISGARH,KANKER (NORH,7,392.5
CHATISGARH,JANJGIR-CHAMP,7,394.1
CHATISGARH,KORBA,7,409.8
CHATISGARH,JASHPUR,7,428.6
CHATISGARH,DHAMTARI,7,357.8
CHATISGARH,MAHASAMUND,7,332.4
CHATISGARH,KORIYA,7,389.1
CHATISGARH,KOWARDHA (KAB,7,281.2
CHATISGARH,NARAYANPUR,7,399.9
CHATISGARH,BIJAPUR,7,458.2
ANDHRA PRADESH,EAST GODAVARI,7,206.4
ANDHRA PRADESH,WEST GODAVARI,7,240.2
ANDHRA PRADESH,GUNTUR,7,147.3
ANDHRA PRADESH,KRISHNA,7,216.6
ANDHRA PRADESH,NELLORE,7,91.2
ANDHRA PRADESH,PRAKASAM,7,99.3
ANDHRA PRADESH,SRIKAKULAM,7,190.2
ANDHRA PRADESH,VISAKHAPATNAM,7,178.2
ANDHRA PRADESH,VIZIANAGARAM,7,181.5
ANDHRA PRADESH,ADILABAD,7,317.4
ANDHRA PRADESH,HYDERABAD,7,176.8
ANDHRA PRADESH,KARIMNAGAR,7,257.3
ANDHRA PRADESH,KHAMMAM,7,282.8
ANDHRA PRADESH,MAHABUBNAGAR,7,161.6
ANDHRA PRADESH,MEDAK,7,229.4
ANDHRA PRADESH,NALGONDA,7,154.7
ANDHRA PRADESH,NIZAMABAD,7,289.4
ANDHRA PRADESH,WARANGAL,7,271.2
ANDHRA PRADESH,RANGAREDDY,7,190.6
ANDHRA PRADESH,ANANTAPUR,7,64.3
ANDHRA PRADESH,CHITTOOR,7,100.1
ANDHRA PRADESH,KUDDAPAH,7,101.1
ANDHRA PRADESH,KURNOOL,7,115.8
TAMIL NADU,VELLORE,7,107.3
TAMIL NADU,COIMBATORE,7,47.2
TAMIL NADU,DHARMAPURI,7,77.9
TAMIL NADU,KANYAKUMARI,7,112.5
TAMIL NADU,CHENNAI,7,108.6
TAMIL NADU,MADURAI,7,66.6
TAMIL NADU,NILGIRIS,7,260.8
TAMIL NADU,RAMANATHAPURA,7,30.1
TAMIL NADU,SALEM,7,96.4
TAMIL NADU,THANJAVUR,7,65
TAMIL NADU,TIRUCHIRAPPAL,7,53.2
TAMIL NADU,TIRUNELVELI,7,39.5
TAMIL NADU,ERODE,7,38.9
TAMIL NADU,PUDUKKOTTAI,7,79.3
TAMIL NADU,DINDIGUL,7,55.9
TAMIL NADU,VIRUDHUNAGAR,7,35.8
TAMIL NADU,SIVAGANGA,7,72
TAMIL NADU,THOOTHUKUDI,7,15.9
TAMIL NADU,TIRUVANNAMALA,7,96
TAMIL NADU,NAGAPATTINAM,7,59.9
TAMIL NADU,VILUPPURAM,7,83.9
TAMIL NADU,CUDDALORE,7,75.1
TAMIL NADU,KANCHIPURAM,7,109.5
TAMIL NADU,TIRUVALLUR,7,110.3
TAMIL NADU,THENI,7,32.6
TAMIL NADU,NAMAKKAL,7,68
TAMIL NADU,KARUR,7,35.7
TAMIL NADU,PERAMBALUR,7,50.3
TAMIL NADU,TIRUVARUR,7,64
TAMIL NADU,KRISHNAGIRI,7,75.4
TAMIL NADU,ARIYALUR,7,72.7
TAMIL NADU,TIRUPUR,7,27.1
PONDICHERRY,PONDICHERRY,7,84.3
PONDICHERRY,KARAIKAL,7,59.2
PONDICHERRY,MAHE,7,84.3
PONDICHERRY,YANAM,7,84.3
KARNATAKA,UTTAR KANNADA,7,1053.8
KARNATAKA,DAKSHIN KANDA,7,1227.2
KARNATAKA,UDUPI,7,1371.6
KARNATAKA,BELGAM,7,204
KARNATAKA,BIDAR,7,190.7
KARNATAKA,BIJAPUR,7,91.8
KARNATAKA,DHARWAD,7,149.1
KARNATAKA,GULBARGA,7,156.1
KARNATAKA,YADGIR,7,153
KARNATAKA,RAICHUR,7,110.2
KARNATAKA,BAGALKOTE,7,73.6
KARNATAKA,GADAG,7,70.4
KARNATAKA,HAVERI,7,169.8
KARNATAKA,KOPPAL,7,75.6
KARNATAKA,BANGALORE RUR,7,91.7
KARNATAKA,BELLARY,7,77
KARNATAKA,CHIKMAGALUR,7,662.1
KARNATAKA,CHITRADURGA,7,56.1
KARNATAKA,KODAGU,7,884.4
KARNATAKA,HASSAN,7,203.8
KARNATAKA,KOLAR,7,76.4
KARNATAKA,MANDYA,7,49.3
KARNATAKA,MYSORE,7,92.4
KARNATAKA,SHIMOGA,7,624.3
KARNATAKA,TUMKUR,7,69.7
KARNATAKA,BANGALORE URB,7,91.6
KARNATAKA,CHAMARAJANAGA,7,68.7
KARNATAKA,DAVANGERE,7,102.9
KARNATAKA,RAMNAGAR(BNGR),7,84.5
KARNATAKA,CHICKBALLAPUR,7,89.2
KERALA,ALAPPUZHA,7,533
KERALA,CANNUR,7,1055
KERALA,ERNAKULAM,7,670.2
KERALA,KOTTAYAM,7,591.4
KERALA,KOZHIKODE,7,955.2
KERALA,MALAPPURAM,7,792.9
KERALA,PALAKKAD,7,595.4
KERALA,KOLLAM,7,398
KERALA,THRISSUR,7,772.9
KERALA,THIRUVANANTHA,7,228.9
KERALA,IDUKKI,7,788.9
KERALA,KASARGOD,7,1108.5
KERALA,PATHANAMTHITTA,7,539.9
KERALA,WAYANAD,7,1110.4
LAKSHADWEEP,LAKSHADWEEP,7,287.7
ANDAMAN And NICOBAR ISLANDS,NICOBAR,8,271.9
ANDAMAN And NICOBAR ISLANDS,SOUTH ANDAMAN,8,423.1
ANDAMAN And NICOBAR ISLANDS,N & M ANDAMAN,8,460.9
ARUNACHAL PRADESH,LOHIT,8,427.8
ARUNACHAL PRADESH,EAST SIANG,8,711.2
ARUNACHAL PRADESH,SUBANSIRI F.D,8,182.8
ARUNACHAL PRADESH,TIRAP,8,500.6
ARUNACHAL PRADESH,ANJAW (LOHIT),8,427.8
ARUNACHAL PRADESH,LOWER DIBANG,8,160.5
ARUNACHAL PRADESH,CHANGLANG,8,291.5
ARUNACHAL PRADESH,PAPUM PARE,8,503.4
ARUNACHAL PRADESH,LOW SUBANSIRI,8,270.5
ARUNACHAL PRADESH,UPPER SIANG,8,417.9
ARUNACHAL PRADESH,WEST SIANG,8,312.4
ARUNACHAL PRADESH,DIBANG VALLEY,8,160.5
ARUNACHAL PRADESH,WEST KAMENG,8,579.1
ARUNACHAL PRADESH,EAST KAMENG,8,256.2
ARUNACHAL PRADESH,TAWANG(W KAME,8,579.1
ARUNACHAL PRADESH,KURUNG KUMEY,8,276.3
ASSAM,CACHAR,8,470.8
ASSAM,DARRANG,8,272.1
ASSAM,GOALPARA,8,334.6
ASSAM,KAMRUP,8,248.7
ASSAM,LAKHIMPUR,8,467.6
ASSAM,NORTH CACHAR,8,201.3
ASSAM,NAGAON,8,294.1
ASSAM,SIVASAGAR,8,342.3
ASSAM,BARPETA,8,527.3
ASSAM,DHUBRI,8,418.7
ASSAM,DIBRUGARH,8,405.1
ASSAM,JORHAT,8,346.9
ASSAM,KARIMGANJ,8,438
ASSAM,KOKRAJHAR,8,677.1
ASSAM,SHONITPUR,8,337.9
ASSAM,GOLAGHAT,8,271.4
ASSAM,TINSUKIA,8,387.2
ASSAM,HAILAKANDI,8,406.9
ASSAM,DHEMAJI(LAKHI,8,467.6
ASSAM,KARBI ANGLONG,8,220.5
ASSAM,UDALGURI(DARA,8,272.1
ASSAM,KAMRUP METROP,8,248.7
ASSAM,CHIRANG(BONGAI,8,486.8
ASSAM,BAKSA BARPETA,8,527.3
ASSAM,BONGAIGAON,8,486.8
ASSAM,MORIGAON,8,309.2
ASSAM,NALBARI,8,322
MEGHALAYA,EAST KHASI HI,8,1019.4
MEGHALAYA,JAINTIA HILLS,8,933.8
MEGHALAYA,EAST GARO HIL,8,358.9
MEGHALAYA,RI-BHOI,8,400.2
MEGHALAYA,SOUTH GARO HI,8,385.2
MEGHALAYA,W KHASI HILL,8,607.9
MEGHALAYA,WEST GARO HIL,8,385.2
MANIPUR,IMPHAL EAST,8,280.4
MANIPUR,SENAPATI,8,326.6
MANIPUR,TAMENGLONG,8,1522.1
MANIPUR,CHANDEL,8,490.9
MANIPUR,UKHRUL,8,243.3
MANIPUR,THOUBAL,8,212.1
MANIPUR,BISHNUPUR,8,368.9
MANIPUR,IMPHAL WEST,8,239.3
MANIPUR,CHURACHANDPUR,8,382.6
MIZORAM,AIZAWL,8,480.7
MIZORAM,CHAMPHAI,8,336.6
MIZORAM,KOLASIB,8,453.2
MIZORAM,LUNGLEI,8,481.7
MIZORAM,CHHIMTUIPUI,8,480.7
MIZORAM,LAWNGTLAI,8,408.8
MIZORAM,MAMIT,8,480.7
MIZORAM,SAIHA,8,412.2
MIZORAM,SERCHHIP,8,430.7
NAGALAND,KOHIMA,8,376.1
NAGALAND,TUENSANG,8,352.2
NAGALAND,MOKOKCHUNG,8,394.2
NAGALAND,DIMAPUR,8,272
NAGALAND,WOKHA,8,478.9
NAGALAND,MON,8,177.4
NAGALAND,ZUNHEBOTO,8,352.2
NAGALAND,PHEK,8,376.1
NAGALAND,KEPHRIE,8,352.2
NAGALAND,LONGLENG,8,352.2
NAGALAND,PEREN,8,376.1
TRIPURA,NORTH TRIPURA,8,367.7
TRIPURA,SOUTH TRIPURA,8,396.8
TRIPURA,WEST TRIPURA,8,323.2
TRIPURA,DHALAI,8,338.2
WEST BENGAL,COOCH BEHAR,8,733
WEST BENGAL,DARJEELING,8,645.9
WEST BENGAL,JALPAIGURI,8,670.9
WEST BENGAL,MALDA,8,284.8
WEST BENGAL,SOUTH DINAJPUR,8,248
WEST BENGAL,NORTH DINAJPUR,8,307.7
SIKKIM,NORTH SIKKIM,8,428.2
SIKKIM,EAST SIKKIM,8,441
SIKKIM,WEST SIKKIM,8,428.2
SIKKIM,SOUTH SIKKIM,8,441
WEST BENGAL,BANKURA,8,290.7
WEST BENGAL,BIRBHUM,8,298.8
WEST BENGAL,BURDWAN,8,285.3
WEST BENGAL,HOOGHLY,8,265.1
WEST BENGAL,HOWRAH,8,329.4
WEST BENGAL,PURULIA,8,307
WEST BENGAL,MURSHIDABAD,8,256.9
WEST BENGAL,NADIA,8,236
WEST BENGAL,NORTH 24 PARG,8,304.3
WEST BENGAL,SOUTH 24 PARG,8,416.2
WEST BENGAL,EAST MIDNAPOR,8,338.7
WEST BENGAL,WEST MIDNAPOR,8,316
WEST BENGAL,KOLKATA,8,335.2
ORISSA,BALASORE,8,334.4
ORISSA,BOLANGIR,8,366.9
ORISSA,KANDHAMAL/PHU,8,373.2
ORISSA,CUTTACK,8,352.3
ORISSA,DHENKANAL,8,369.1
ORISSA,GANJAM,8,245
ORISSA,KALAHANDI,8,371.8
ORISSA,KEONDJHARGARH,8,320.2
ORISSA,KORAPUT,8,410.5
ORISSA,MAYURBHANJ,8,373.8
ORISSA,PURI,8,328.4
ORISSA,SAMBALPUR,8,464.6
ORISSA,SUNDARGARH,8,373.2
ORISSA,BHADRAK,8,354
ORISSA,JAJPUR,8,363.2
ORISSA,KENDRAPARA,8,362.6
ORISSA,ANGUL,8,355.4
ORISSA,NAWAPARA,8,302.1
ORISSA,MALKANGIRI,8,449.2
ORISSA,NAWARANGPUR,8,432.1
ORISSA,NAYAGARH,8,327.4
ORISSA,KHURDA,8,339.3
ORISSA,BARGARH,8,357.4
ORISSA,JHARSUGUDA,8,415.8
ORISSA,DEOGARH,8,464.6
ORISSA,RAYAGADA,8,266.5
ORISSA,GAJAPATI,8,261.1
ORISSA,JAGATSINGHAPU,8,360.6
ORISSA,BOUDHGARH,8,373.2
ORISSA,SONEPUR,8,432.5
JHARKHAND,BOKARO,8,300.8
JHARKHAND,DHANBAD,8,310
JHARKHAND,DUMKA,8,304.3
JHARKHAND,HAZARIBAG,8,289.6
JHARKHAND,PALAMU,8,298.9
JHARKHAND,RANCHI,8,344.1
JHARKHAND,SAHIBGANJ,8,307.6
JHARKHAND,WEST SINGHBHUM,8,342.6
JHARKHAND,DEOGHAR,8,266.9
JHARKHAND,GIRIDIH,8,275.8
JHARKHAND,GODDA,8,253
JHARKHAND,GUMLA,8,343.2
JHARKHAND,LOHARDAGA,8,289.8
JHARKHAND,CHATRA,8,303
JHARKHAND,KODERMA,8,268
JHARKHAND,PAKUR,8,339.2
JHARKHAND,EAST SINGHBHU,8,312.7
JHARKHAND,GARHWA,8,292.8
JHARKHAND,SERAIKELA-KHA,8,321.9
JHARKHAND,JAMTARA,8,342.3
JHARKHAND,LATEHAR,8,288.5
JHARKHAND,SIMDEGA,8,404.7
JHARKHAND,KHUNTI(RANCHI,8,360.5
JHARKHAND,RAMGARH,8,287.4
BIHAR,BHAGALPUR,8,261
BIHAR,EAST CHAMPARAN,8,297.4
BIHAR,DARBHANGA,8,285.1
BIHAR,GAYA,8,271.9
BIHAR,MUNGER,8,271.1
BIHAR,MUZAFFARPUR,8,291.7
BIHAR,WEST CHAMPARAN,8,349.3
BIHAR,PURNEA,8,338.6
BIHAR,GOPALGANJ,8,304.3
BIHAR,MADHUBANI,8,307.1
BIHAR,AURANGABAD,8,253.9
BIHAR,BEGUSARAI,8,255.3
BIHAR,BHOJPUR,8,277.6
BIHAR,NALANDA,8,263.3
BIHAR,PATNA,8,264.5
BIHAR,KATIHAR,8,269.8
BIHAR,KHAGARIA,8,297.7
BIHAR,SARAN,8,291.8
BIHAR,MADHEPURA,8,304.3
BIHAR,NAWADA,8,276
BIHAR,ROHTAS,8,278.4
BIHAR,SAMASTIPUR,8,289.1
BIHAR,SITAMARHI,8,307.5
BIHAR,SIWAN,8,287.7
BIHAR,VAISHALI,8,285.3
BIHAR,JAHANABAD,8,255.8
BIHAR,BUXAR,8,263
BIHAR,ARARIA,8,352.4
BIHAR,BANKA,8,241.7
BIHAR,BHABUA,8,299.4
BIHAR,JAMUI,8,253.3
BIHAR,KISHANGANJ,8,463.5
BIHAR,SHEIKHPURA,8,240.3
BIHAR,SUPAUL,8,270.2
BIHAR,LAKHISARAI,8,271.1
BIHAR,SHEOHAR,8,307.5
BIHAR,ARWAL,8,249.6
BIHAR,SAHARSA,8,352.8
UTTAR PRADESH,ALLAHABAD,8,278.8
UTTAR PRADESH,AZAMGARH,8,291.4
UTTAR PRADESH,BAHRAICH,8,297.2
UTTAR PRADESH,BALLIA,8,260.1
UTTAR PRADESH,BANDA,8,316.4
UTTAR PRADESH,BARABANKI,8,284.4
UTTAR PRADESH,BASTI,8,289.3
UTTAR PRADESH,DEORIA,8,299.9
UTTAR PRADESH,FAIZABAD,8,309.6
UTTAR PRADESH,FARRUKHABAD,8,282.3
UTTAR PRADESH,FATEHPUR,8,286
UTTAR PRADESH,GHAZIPUR,8,305.7
UTTAR PRADESH,GONDA,8,316.6
UTTAR PRADESH,GORAKHPUR,8,384.2
UTTAR PRADESH,HARDOI,8,268.5
UTTAR PRADESH,JAUNPUR,8,255.8
UTTAR PRADESH,KANPUR NAGAR,8,263.9
UTTAR PRADESH,KHERI LAKHIMP,8,303.3
UTTAR PRADESH,LUCKNOW,8,262.2
UTTAR PRADESH,MIRZAPUR,8,290.4
UTTAR PRADESH,PRATAPGARH,8,284.1
UTTAR PRADESH,RAE BARELI,8,255.9
UTTAR PRADESH,SITAPUR,8,278
UTTAR PRADESH,SULTANPUR,8,273.2
UTTAR PRADESH,UNNAO,8,286.4
UTTAR PRADESH,VARANASI,8,281.4
UTTAR PRADESH,SONBHADRA,8,292.8
UTTAR PRADESH,MAHARAJGANJ,8,371.9
UTTAR PRADESH,MAU,8,323.5
UTTAR PRADESH,SIDDHARTH NGR,8,314.7
UTTAR PRADESH,KUSHINAGAR,8,365.6
UTTAR PRADESH,AMBEDKAR NAGAR,8,282.4
UTTAR PRADESH,KANNAUJ,8,311.4
UTTAR PRADESH,BALRAMPUR,8,329.9
UTTAR PRADESH,KAUSHAMBI,8,268
UTTAR PRADESH,SAHUJI MAHARA,8,315.5
UTTAR PRADESH,KANPUR DEHAT,8,289.6
UTTAR PRADESH,CHANDAULI,8,283.8
UTTAR PRADESH,SANT KABIR NGR,8,300.5
UTTAR PRADESH,SANT RAVIDAS,8,283.8
UTTAR PRADESH,SHRAVASTI NGR,8,297.2
UTTAR PRADESH,AGRA,8,280.9
UTTAR PRADESH,ALIGARH,8,261.9
UTTAR PRADESH,BAREILLY,8,296.7
UTTAR PRADESH,BIJNOR,8,321
UTTAR PRADESH,BADAUN,8,292.7
UTTAR PRADESH,BULANDSHAHAR,8,254.4
UTTAR PRADESH,ETAH,8,243.1
UTTAR PRADESH,ETAWAH,8,293.4
UTTAR PRADESH,HAMIRPUR,8,309.8
UTTAR PRADESH,JALAUN,8,310.8
UTTAR PRADESH,JHANSI,8,309.9
UTTAR PRADESH,LALITPUR,8,358.1
UTTAR PRADESH,MAINPURI,8,245.9
UTTAR PRADESH,MATHURA,8,241.6
UTTAR PRADESH,MEERUT,8,300.7
UTTAR PRADESH,MORADABAD,8,314.8
UTTAR PRADESH,MUZAFFARNAGAR,8,269.7
